stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,1,0.1564967100872252,3.5000249942258215,3.5035219680306824,0.1564967100872252,3.5000249942258215,3.5035219680306824,3.5035219680306824,3.5035219680306824
