stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,1,210,14.91992962862252,7.325306448349422,18.290455572581585,16.169861959741983,8.972015910936898,18.492201202215373,16.826947012347215,20.23840182156598
