stage,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,229,16.122006348116983,6.345241501841154,17.34513455059762,17.068719873889474,6.827764059893073,18.38367646013379,20.34852574512464,20.34852574512464
unicycle,3,0.0723580692443022,0.0563083097837856,0.0932984800586914,0.0886201835808981,0.0739007424048144,0.1153900197846193,0.1596180185352554,0.1596180185352554
ackermann,222,0.9993861126880432,0.0731259247330733,1.0023421699028563,1.334762401449798,0.0966537308666016,1.3382573041139978,0.0228832885561873,3.7394021824840538
