stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,40,0.005985322763180279,0.0008502213291941396,0.006126805489501911,0.012665431290393228,0.001303711216432868,0.012732352991789252,0.000264827650267001,0.06053595485473697
