stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,1,36,2.0075872802216272,1.5684275626731459,2.5476207934189294,12.045523681329763,9.410565376038875,15.285724760513576,91.71434856308146,91.71434856308146
