stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,1,241,18.931651215044404,5.9124443619817075,20.155614208850796,20.143305897679173,7.667544389031929,21.55328303171588,28.280651779939635,28.280651779939635
