t,stage,target_id,gt_x,gt_y,est_x,est_y,err_x,err_y,err_norm
1774609542.9023235,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774609543.0004425,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609543.107322,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.198538,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.3093789,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.410114,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.5055983,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.5976524,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.799313,fusion,1,0.0,0.0,-1.1210387714598537e-44,4.881532676918031e-43,-1.1210387714598537e-44,4.881532676918031e-43,4.8828197340358245e-43
1774609543.9079733,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.001124,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.105943,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.2084358,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.3017025,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.6090946,fusion,1,0.0,0.0,3.3524999618530273,-0.8066953033208846,3.3524999618530273,-0.8066953033208846,3.448189859422553
1774609544.717192,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.806682,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609544.9085512,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.0001876,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.110878,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.2021072,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.3277352,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.4100397,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.5076811,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.600405,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.7005732,fusion,1,0.0,0.0,-9.80908925027372e-45,3.907389396038732e-43,-9.80908925027372e-45,3.907389396038732e-43,3.908620436351925e-43
1774609545.8045635,fusion,1,19.99999999878483,-0.00022047034565986223,-9.80908925027372e-45,3.907389396038732e-43,-19.99999999878483,0.00022047034565986223,20.00000000000001
1774609545.9089513,fusion,1,19.99999999878483,-0.00022047034565986223,-9.80908925027372e-45,3.907389396038732e-43,-19.99999999878483,0.00022047034565986223,20.00000000000001
1774609545.992556,fusion,1,19.444984751590514,-4.678949455851467,3.3524999618530273,-0.8066953033208846,-16.092484789737487,3.8722541525305827,16.551810140577455
1774609546.1014588,fusion,1,19.444984751590514,-4.678949455851467,-9.80908925027372e-45,3.907389396038732e-43,-19.444984751590514,4.678949455851467,20.000000000000007
1774609546.1975715,fusion,1,19.444984751590514,-4.678949455851467,-9.80908925027372e-45,3.907389396038732e-43,-19.444984751590514,4.678949455851467,20.000000000000007
1774609546.3009295,fusion,1,19.444984751590514,-4.678949455851467,-9.80908925027372e-45,3.907389396038732e-43,-19.444984751590514,4.678949455851467,20.000000000000007
1774609546.3953311,fusion,1,19.444984751590514,-4.678949455851467,3.3524999618530273,-0.8066953033208846,-16.092484789737487,3.8722541525305827,16.551810140577455
1774609546.4998407,fusion,1,19.444984751590514,-4.678949455851467,-9.80908925027372e-45,3.907389396038732e-43,-19.444984751590514,4.678949455851467,20.000000000000007
1774609546.616202,fusion,1,19.444984751590514,-4.678949455851467,3.3524999618530273,-0.8066953033208846,-16.092484789737487,3.8722541525305827,16.551810140577455
1774609546.698994,fusion,1,19.444984751590514,-4.678949455851467,-9.80908925027372e-45,3.907389396038732e-43,-19.444984751590514,4.678949455851467,20.000000000000007
1774609546.796609,fusion,1,19.441674880012442,-4.673169130407182,-9.80908925027372e-45,3.907389396038732e-43,-19.441674880012442,4.673169130407182,19.995430274477652
1774609546.9096637,fusion,1,19.376880827744987,-4.5597032728989975,-9.80908925027372e-45,3.907389396038732e-43,-19.376880827744987,4.5597032728989975,19.906139870640843
1774609547.002075,fusion,1,19.309578735813627,-4.440631197543094,-9.80908925027372e-45,3.907389396038732e-43,-19.309578735813627,4.440631197543094,19.813607354219442
1774609547.1088176,fusion,1,19.24393270430195,-4.322023527808847,-9.80908925027372e-45,3.907389396038732e-43,-19.24393270430195,4.322023527808847,19.72330685515579
1774609547.2493885,fusion,1,19.180662542346738,-4.20393607424607,-9.80908925027372e-45,3.907389396038732e-43,-19.180662542346738,4.20393607424607,19.63595920956577
1774609547.3376098,fusion,1,19.120489985826335,-4.086458382981382,2.2420775429197073e-44,-9.768320223077254e-43,-19.120489985826335,4.086458382981382,19.55229601386814
1774609547.5084693,fusion,1,19.012821397911885,-3.854923674811915,-1.1210387714598537e-44,3.910761270468493e-43,-19.012821397911885,3.854923674811915,19.39968592651751
1774609547.606143,fusion,1,18.96659793508704,-3.7410046265864083,-1.401298464324817e-44,4.888232635200579e-43,-18.96659793508704,3.7410046265864083,19.332018850792302
1774609547.7020812,fusion,1,18.926240293947444,-3.6284217087869486,-1.1210387714598537e-44,4.881532676918031e-43,-18.926240293947444,3.6284217087869486,19.270911129498685
1774609547.8009326,fusion,1,18.892323292231683,-3.517290637095053,-1.1210387714598537e-44,4.881532676918031e-43,-18.892323292231683,3.517290637095053,19.216951183889613
1774609547.910771,fusion,1,18.865472710812153,-3.4080997317416246,-1.1210387714598537e-44,4.881532676918031e-43,-18.865472710812153,3.4080997317416246,19.170842558007077
1774609548.0025518,fusion,1,18.845999810075067,-3.30055727047278,-1.1210387714598537e-44,4.881532676918031e-43,-18.845999810075067,3.30055727047278,19.132835313591663
1774609548.095848,fusion,1,18.834340982857547,-3.194895070392311,-1.1210387714598537e-44,4.881532676918031e-43,-18.834340982857547,3.194895070392311,19.103396419730302
1774609548.1988547,fusion,1,18.83080526796447,-3.091206327134557,-1.1210387714598537e-44,4.881532676918031e-43,-18.83080526796447,3.091206327134557,19.082840029642213
1774609548.3885865,fusion,1,18.848970757317527,-2.8898587849265227,3.3524999618530273,-0.8066953033208846,-15.4964707954645,2.083163481605638,15.635861895200389
1774609548.6052957,fusion,1,18.90150106500332,-2.696805386929547,-9.80908925027372e-45,3.907389396038732e-43,-18.90150106500332,2.696805386929547,19.092917582320776
1774609548.6900086,fusion,1,18.94065109897942,-2.603355256433391,3.3524999618530273,-0.8066953033208846,-15.588151137126392,1.7966599531125065,15.691349300204015
1774609548.797485,fusion,1,18.988220577610022,-2.5119410988990873,-9.80908925027372e-45,3.907389396038732e-43,-18.988220577610022,2.5119410988990873,19.153651578440886
1774609548.910321,fusion,1,19.044395625126697,-2.421914639370038,-9.80908925027372e-45,3.907389396038732e-43,-19.044395625126697,2.421914639370038,19.197777872627338
1774609548.9942288,fusion,1,19.107694249853818,-2.334968323837528,3.3524999618530273,-0.8066953033208846,-15.75519428800079,1.5282730205166433,15.829142916718258
1774609549.1002283,fusion,1,19.18036940667642,-2.2476667014813945,-9.80908925027372e-45,3.907389396038732e-43,-19.18036940667642,2.2476667014813945,19.311617647869816
1774609549.1966727,fusion,1,19.257374311311253,-2.1652463825688644,3.3524999618530273,-0.8066953033208846,-15.904874349458225,1.3585510792479798,15.962790768126357
1774609549.3015158,fusion,1,19.342392646789786,-2.0828759991865287,-9.80908925027372e-45,3.907389396038732e-43,-19.342392646789786,2.0828759991865287,19.454216142794724
1774609549.3982515,fusion,1,19.43351688065352,-2.0019710807696245,3.3524999618530273,-0.8066953033208846,-16.081016918800493,1.19527577744874,16.125377184019708
1774609549.5025,fusion,1,19.530160345430186,-1.9223816716583635,-9.80908925027372e-45,3.907389396038732e-43,-19.530160345430186,1.9223816716583635,19.624543673923778
1774609549.5996773,fusion,1,19.631646923928535,-1.8439538699936433,-9.80908925027372e-45,3.907389396038732e-43,-19.631646923928535,1.8439538699936433,19.718055858031676
1774609549.692075,fusion,1,19.737305068243238,-1.7665147846732905,3.3524999618530273,-0.8066953033208846,-16.38480510639021,0.9598194813524059,16.41289407177096
1774609549.7965963,fusion,1,19.846388486287456,-1.6899099500971937,3.3524999618530273,-0.8066953033208846,-16.49388852443443,0.8832146467763091,16.51751878366572
1774609549.9022324,fusion,1,19.95813182626207,-1.6139388814224267,-9.80908925027372e-45,3.907389396038732e-43,-19.95813182626207,1.6139388814224267,20.023282066320245
1774609549.992598,fusion,1,20.071785584226927,-1.5384187181966664,3.3524999618530273,-0.8066953033208846,-16.7192856223739,0.7317234148757819,16.73528998489109
1774609550.099298,fusion,1,20.186453052521696,-1.463193956350166,-9.80908925027372e-45,3.907389396038732e-43,-20.186453052521696,1.463193956350166,20.23941262476661
1774609550.2031276,fusion,1,20.30144440980085,-1.3880006750980647,-9.80908925027372e-45,3.907389396038732e-43,-20.30144440980085,1.3880006750980647,20.3488375834667
1774609550.2998238,fusion,1,20.415896287135027,-1.3126700482288607,-9.80908925027372e-45,3.907389396038732e-43,-20.415896287135027,1.3126700482288607,20.45805278765726
1774609550.4019349,fusion,1,20.52897494178093,-1.2370353561492802,3.3524999618530273,-0.8066953033208846,-17.176474979927903,0.4303400528283956,17.18186501219113
1774609550.493181,fusion,1,20.639931656070388,-1.1608687279671182,3.3524999618530273,-0.8066953033208846,-17.28743169421736,0.3541734246462336,17.29105934860431
1774609550.5968025,fusion,1,20.74792640449188,-1.0840295542983194,-9.80908925027372e-45,3.907389396038732e-43,-20.74792640449188,1.0840295542983194,20.776226080806968
1774609550.6889942,fusion,1,20.85229699282332,-1.0062643287700834,3.3524999618530273,-0.8066953033208846,-17.499797030970292,0.19956902544919886,17.500934944198708
1774609550.8039808,fusion,1,20.952245728214102,-0.927465228111792,-9.80908925027372e-45,3.907389396038732e-43,-20.952245728214102,0.927465228111792,20.97276311802578
1774609550.904782,fusion,1,21.047125478029116,-0.8474413807811447,-9.80908925027372e-45,3.907389396038732e-43,-21.047125478029116,0.8474413807811447,21.064179257254782
1774609551.0153248,fusion,1,21.136311025149247,-0.7660360662017379,-9.80908925027372e-45,3.907389396038732e-43,-21.136311025149247,0.7660360662017379,21.150188060784885
1774609551.1042383,fusion,1,21.21920278051617,-0.6831112860030687,-9.80908925027372e-45,3.907389396038732e-43,-21.21920278051617,0.6831112860030687,21.230195657829675
1774609551.2137566,fusion,1,21.295262762555936,-0.5985652103863864,-9.80908925027372e-45,3.907389396038732e-43,-21.295262762555936,0.5985652103863864,21.303673308549076
1774609551.2960975,fusion,1,21.364029732938818,-0.5122692762570603,-9.80908925027372e-45,3.907389396038732e-43,-21.364029732938818,0.5122692762570603,21.37017047759074
1774609551.4013984,fusion,1,21.42513076073258,-0.4241036140305221,-9.80908925027372e-45,3.907389396038732e-43,-21.42513076073258,0.4241036140305221,21.429327847366633
1774609551.4993057,fusion,1,21.478197054068584,-0.3340146384481625,-9.80908925027372e-45,3.907389396038732e-43,-21.478197054068584,0.3340146384481625,21.48079408383447
1774609551.598076,fusion,1,21.522955909614954,-0.24196686337058645,-9.80908925027372e-45,3.907389396038732e-43,-21.522955909614954,0.24196686337058645,21.52431599494392
1774609551.6901157,fusion,1,21.559267908494576,-0.14783006413458752,3.3524999618530273,-0.8066953033208846,-18.20676794664155,-0.658865239186297,18.21868553069244
1774609551.8324199,fusion,1,21.586964072409586,-0.05168034607045625,-9.80908925027372e-45,3.907389396038732e-43,-21.586964072409586,0.05168034607045625,21.587025935076657
1774609551.9144118,fusion,1,21.6060454027432,0.046569938046186775,2.2420775429197073e-44,-9.768320223077254e-43,-21.6060454027432,-0.046569938046186775,21.606095591395732
1774609552.0015957,fusion,1,21.616539882668395,0.14687011067415506,0.0,0.0,-21.616539882668395,-0.14687011067415506,21.617038819607156
1774609552.1057577,fusion,1,21.618554311837915,0.2493300720601129,-9.80908925027372e-45,3.907389396038732e-43,-21.618554311837915,-0.2493300720601129,21.61999204483478
1774609552.2099667,fusion,1,21.61227814875622,0.35365186912012386,-1.1210387714598537e-44,4.881532676918031e-43,-21.61227814875622,-0.35365186912012386,21.61517144099805
1774609552.2972772,fusion,1,21.597969680501794,0.4599905608988108,-1.1210387714598537e-44,4.881532676918031e-43,-21.597969680501794,-0.4599905608988108,21.60286753271405
1774609552.498568,fusion,1,21.546725558811083,0.6779807778867835,-1.1210387714598537e-44,4.881532676918031e-43,-21.546725558811083,-0.6779807778867835,21.557389457954013
1774609552.6062272,fusion,1,21.510615726040474,0.7895578890255717,-1.1210387714598537e-44,4.881532676918031e-43,-21.510615726040474,-0.7895578890255717,21.525101406811125
1774609552.6979067,fusion,1,21.46825107768224,0.9025659877810699,-1.1210387714598537e-44,4.881532676918031e-43,-21.46825107768224,-0.9025659877810699,21.487215494258532
1774609552.7984483,fusion,1,21.42013540354197,1.0170533483846436,-1.1210387714598537e-44,4.881532676918031e-43,-21.42013540354197,-1.0170533483846436,21.44426725769693
1774609553.0014179,fusion,1,21.309409406556394,1.2494066115134892,-9.80908925027372e-45,3.907389396038732e-43,-21.309409406556394,-1.2494066115134892,21.34600539063756
1774609553.0994425,fusion,1,21.245640476428342,1.3717661699873096,-9.80908925027372e-45,3.907389396038732e-43,-21.245640476428342,-1.3717661699873096,21.289879794840832
1774609553.1903262,fusion,1,21.18407418377752,1.485204908581444,3.3524999618530273,-0.8066953033208846,-17.83157422192449,-2.2919002119023286,17.978260366712902
1774609553.3081927,fusion,1,21.117766028512914,1.6040246347316718,-9.80908925027372e-45,3.907389396038732e-43,-21.117766028512914,-1.6040246347316718,21.178596201444517
1774609553.3973768,fusion,1,21.05009378913206,1.7231864045783942,-9.80908925027372e-45,3.907389396038732e-43,-21.05009378913206,-1.7231864045783942,21.120507094200647
1774609553.4908335,fusion,1,20.9819244729363,1.8424112839719635,3.3524999618530273,-0.8066953033208846,-17.629424511083272,-2.649106587292848,17.82734905427114
1774609553.6006553,fusion,1,20.914009727570438,1.9616088069952216,-9.80908925027372e-45,3.907389396038732e-43,-20.914009727570438,-1.9616088069952216,21.005801865117935
