stage,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,58,0.5880172334868332,0.1428544565906812,0.6051406456372866,1.4005768279606117,0.3392295263127267,1.4410732537045317,3.469997272430251,3.469997272430251
unicycle,76,0.1887925724820797,0.8943296186828716,0.9521182217597782,0.3168424396305973,1.3331296822715015,1.370264164788813,2.4440412550287878,2.4440412550287878
ackermann,40,0.0059853227631802,0.0008502213291941,0.0061268054895019,0.0126654312903932,0.0013037112164328,0.0127323529917892,0.000264827650267,0.0605359548547369
