stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,53,0.19702005374014744,0.004339762403987048,0.19706844425267447,0.4426013191798846,0.009809326916242858,0.4427100073799144,0.0003950829375950319,1.399810047542208
