stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,76,0.18879257248207973,0.8943296186828716,0.9521182217597782,0.3168424396305973,1.3331296822715017,1.370264164788813,2.4440412550287873,2.4440412550287873
