t,x,y,yaw,frame_id,child_frame_id,valid,reason
1775036707.2347832,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,first_sample
1775036707.335931,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.4359016,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.537953,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.6365688,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.7380025,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.90014,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036707.994238,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.0843172,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.160092,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.2510202,-4.673067172681345e+32,-5.316690461197274e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036708.3401787,-4.673067172681345e+32,-5.316690461197274e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036708.4336472,-4.673067172681345e+32,-5.316690461197274e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036708.5407846,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.639847,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.739493,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.844381,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036708.937517,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.034227,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.1442983,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.241037,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.341429,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.4436235,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.5839746,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.676411,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.7695618,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.8601737,79.7,10.099998168945312,1.5707963705062866,map,base_link,1,ok
1775036709.9596286,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036710.0541875,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036710.1456358,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036710.2381248,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036710.337404,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036710.4321902,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036710.534709,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036710.6391747,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036710.736208,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036710.84366,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036710.9360275,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=20.000m
1775036711.037168,99.60001953125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.900m
1775036711.1367056,99.4999609375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.800m
1775036711.2439888,99.40009765625,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.700m
1775036711.336419,1.389792676059798e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036711.4372685,99.20001953125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.500m
1775036711.5406806,99.10010742187501,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.400m
1775036711.6397204,99.000078125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.300m
1775036711.7383206,98.9,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.200m
1775036711.8410745,98.8000390625,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=19.100m
1775036711.9406328,3.7957411917240446e-25,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036712.0412788,98.600068359375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.900m
1775036712.1443758,98.50005859375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.800m
1775036712.239863,1.985435418519003e-25,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036712.3334916,98.2996875,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.600m
1775036712.443501,98.20001953125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.500m
1775036712.5450375,98.10000000000001,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.400m
1775036712.6356533,8.273219764272433e-26,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036712.791657,6.411053644069437e-26,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036712.8820522,97.799677734375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.100m
1775036712.9757369,97.70009765625001,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=18.000m
1775036713.0712464,97.60002929687501,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.900m
1775036713.1630611,97.500087890625,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.800m
1775036713.2547343,2.2748476587166943e-26,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036713.3429785,1.7580112371648544e-26,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036713.443157,97.200048828125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.500m
1775036713.5404718,1.1888954257022078e-26,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036713.6347208,9.308306246118269e-27,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036713.7380147,96.90005859375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.200m
1775036713.8403566,96.800078125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.100m
1775036713.9362364,4.9118897580129436e-27,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036714.0382757,96.59984375,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=16.900m
1775036714.146314,96.500048828125,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=16.800m
1775036714.2400825,2.5855705029523882e-27,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036714.33908,96.3000390625,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=16.600m
1775036714.4377437,1.6800844015035023e-27,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036714.5402734,1.3568407569801403e-27,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036714.632111,95.999853515625,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=16.300m
