stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,61,0.17881689444918195,0.08959575506710447,0.20000843695228648,0.41114994616763634,0.20599815517321798,0.45986902284065556,2.7928689175200634e-07,1.4999968167184086
