stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,247,1.8174941459810534,8.620515837832366,9.629581567551556,11.054418372632158,11.146367340817774,15.698460767019055,0.40641619440202786,104.38256248519954
