stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,222,0.9993861126880433,0.07312592473307333,1.0023421699028563,1.3347624014497979,0.09665373086660166,1.3382573041139978,0.022883288556187372,3.7394021824840538
