stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,70,0.9485788923855907,0.0004502566788553604,0.9485792703001699,2.3807999943954177,0.0008460706802284121,2.38080014473051,0.09452126080495675,13.900205078125012
