stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,214,8.826932330769877,2.247491679966774,10.278266273603842,12.897610329250524,10.536523613923627,16.654329229121178,0.5435816689454839,104.38262752210139
