stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,114,0.6975605195081821,0.27347968185945076,0.7492541723715767,0.8313038058052453,0.32591395890592295,0.8929086885880418,0.519951072524601,1.4598708556982278
