stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,1,58,0.5880172334868332,0.14285445659068122,0.6051406456372866,1.4005768279606117,0.33922952631272674,1.4410732537045317,3.469997272430251,3.469997272430251
