stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,227,8.491771211453608,0.11158974801008421,8.496481682646268,11.164996933444987,0.24767243655802912,11.167743646756339,0.09519182746837011,19.899824218750002
