t,x,y,yaw,frame_id,child_frame_id,valid,reason
1775036791.954012,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,first_sample
1775036792.0536919,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.1485953,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.247541,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.3465025,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.4617476,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.554812,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.6466162,1.943771041923046e-23,-2.1858636428673252e-13,2.080594585507356e-09,map,base_link,0,step_too_large=104.300m
1775036792.74436,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.8420804,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036792.9507647,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.052878,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.1553762,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.2533236,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.3456762,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.447076,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.5495567,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.6536179,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.7525785,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.850284,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036793.9582891,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036794.0586889,1.943771041923046e-23,-2.1858636428673252e-13,2.080594585507356e-09,map,base_link,0,step_too_large=104.300m
1775036794.166674,1.943771041923046e-23,-2.1858636428673252e-13,2.080594585507356e-09,map,base_link,0,step_too_large=104.300m
1775036794.2565436,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036794.3516347,1.943771041923046e-23,-2.1858636428673252e-13,2.080594585507356e-09,map,base_link,0,step_too_large=104.300m
1775036794.4489524,100.52716796875,27.80016845703125,1.5707963705062866,map,base_link,1,ok
1775036794.5561767,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036794.6483932,3.308722450212111e-24,-5.316609648471509e+34,2.080594585507356e-09,map,base_link,0,abs_limit
1775036794.7455132,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036794.8466866,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036794.9430335,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.0452561,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.1434562,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.2487843,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.3479252,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.442269,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.5460563,99.7,10.099997558593751,1.5707963705062866,map,base_link,0,step_too_large=17.719m
1775036795.6503944,99.6058984375,10.199992065429688,1.5707963705062866,map,base_link,0,step_too_large=17.624m
1775036795.756518,99.51262695312501,10.299990234375,1.5707963705062866,map,base_link,0,step_too_large=17.530m
1775036795.848591,1.7901028560957143e-24,9.40227212738234e-40,2.080594585507356e-09,map,base_link,0,step_too_large=104.300m
1775036795.9492147,99.33185546875,10.50001708984375,1.5707963705062866,map,base_link,0,step_too_large=17.341m
