stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,240,2.040827480388111e+33,1.5040765063423526e+34,1.528525273935559e+34,5.062516109628219e+33,2.805402203915848e+34,2.8507143349235027e+34,0.004926876914737664,5.31660964847151e+34
