stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,1,30,0.4276666800181071,0.33411459376414604,0.542707426671029,1.6563459294379448,1.2940202573733939,2.101896825359978,8.140611400065435,8.140611400065435
