t,stage,target_id,gt_x,gt_y,est_x,est_y,err_x,err_y,err_norm
1774349319.0285766,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.13755,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.3262808,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.4273057,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.525249,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.6312273,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.7307537,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.8323913,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349319.9301138,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.0345705,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.1229334,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.2373629,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.3238006,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.424338,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.5280914,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.629506,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.7319438,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.8347073,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349320.9330356,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.029322,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.1313357,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.227645,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.3274047,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.4636238,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.5424438,fusion,1,-4.678577945776623e+32,-5.316689976546183e+34,0.0,0.0,4.678577945776623e+32,5.316689976546183e+34,5.316895825184665e+34
1774349321.6382315,fusion,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774349321.831464,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.0219896,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.1358685,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.226123,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.3307712,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.4270587,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.528773,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.632211,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.7221649,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.8374097,fusion,1,19.99999999891932,-0.00020791124246422044,0.0,0.0,-19.99999999891932,0.00020791124246422044,20.0
1774349322.9372118,fusion,1,19.906026424624088,0.09965512335005755,0.0,0.0,-19.906026424624088,-0.09965512335005755,19.90627587373998
1774349323.0352376,fusion,1,19.812726680098635,0.1996768423645623,0.0,0.0,-19.812726680098635,-0.1996768423645623,19.81373284723676
1774349323.1363018,fusion,1,19.72111638855894,0.29968511613343907,0.0,0.0,-19.72111638855894,-0.29968511613343907,19.72339328766528
1774349323.225694,fusion,1,19.631986565617254,0.39967871575464464,0.0,0.0,-19.631986565617254,-0.39967871575464464,19.636054583047063
1774349323.3240304,fusion,1,19.546108695964904,0.49968815080983653,0.0,0.0,-19.546108695964904,-0.49968815080983653,19.552494812747927
1774349323.429356,fusion,1,19.464254263900884,0.5997060890837922,0.0,0.0,-19.464254263900884,-0.5997060890837922,19.473490735948392
1774349323.5332563,fusion,1,19.38720451861542,0.699654397478831,0.0,0.0,-19.38720451861542,-0.699654397478831,19.399825136390625
