stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
unicycle,1,3,1.6177303289722636e+34,7.236385990818258e+33,1.7722032161571696e+34,2.8019911227250745e+34,1.2533788199276874e+34,3.0695460117211874e+34,0.17247212911668872,5.316609648471509e+34
