stage,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
fusion,241,18.931651215044404,5.912444361981708,20.1556142088508,20.143305897679173,7.667544389031929,21.55328303171588,28.280651779939635,28.280651779939635
unicycle,2,1.3628886179207442,1.1905806453482812,1.8096816454658116,1.92741556746744,1.6837352957504514,2.559276326595409,3.619363290931623,3.619363290931623
ackermann,214,8.826932330769877,2.247491679966774,10.278266273603842,12.897610329250524,10.536523613923627,16.654329229121178,0.5435816689454839,104.3826275221014
