stage,target_id,n_samples,mae_x,mae_y,mae_norm,rmse_x,rmse_y,rmse_norm,final_error,max_error
ackermann,1,131,3.4906427710032566,0.0028161146240542364,3.4908529636591425,4.807540014330079,0.003004814684444891,4.807540953366508,0.006803207638422414,9.765265430416413
